key	prez_2008	prez_2004	prez_2000	prez_1996	prez_1992	rank	circ	daily	sun	lat	lng	st	city	paper	metro	pop
Montgomery Journal					GHWBush					39.0839973	-77.1527578	MD	Rockville	Montgomery Journal	"#<struct CityMetro st=""MD"", city=""Rockville"", fips_state=""24"", fips_place=""67675"", cbsa_code=""47900"", metro_name=""Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"", metro_stature=""MSA"", pop_2007=5306565, pop_2000=4796063, pop_rank=8, pop_chg_pct_00_07=10.64, pop_chg_pct_avg=1.52, pop_at_or_above=69537125, pop_aoa_pct=22.8, metro_st=""DC-VA-MD-WV"", metro_nickname=""National Capital Area, Greater Washington"", csa_name=""Washington-Baltimore-Northern Virginia, DC-MD-VA-WV CSA"">"	60646
Lincoln Journal Star	McCain	Bush	Bush		Clinton		78350			40.8000011	-96.6669599	NE	Lincoln	Lincoln Journal Star	"#<struct CityMetro st=""NE"", city=""Lincoln"", fips_state=""31"", fips_place=""28000"", cbsa_code=""30700"", metro_name=""Lincoln, NE MSA"", metro_stature=""MSA"", pop_2007=292219, pop_2000=266787, pop_rank=156, pop_chg_pct_00_07=9.53, pop_chg_pct_avg=1.36, pop_at_or_above=218837167, pop_aoa_pct=71.7, metro_st=""NE"", metro_nickname=nil, csa_name=nil>"	242072
Rock Springs Daily Rocket Miner					Clinton					41.5874644	-109.2029043	WY	Rock Springs	Rock Springs Daily Rocket Miner	"#<struct CityMetro st=""WY"", city=""Rock Springs"", fips_state=""56"", fips_place=""67235"", cbsa_code=""40540"", metro_name=""Rock Springs, WY uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	18226
Palladium Item	Obama	Bush					15453			39.8289369	-84.8902383	IN	Richmond	Palladium Item	"#<struct CityMetro st=""IN"", city=""Richmond"", fips_state=""18"", fips_place=""64260"", cbsa_code=""39980"", metro_name=""Richmond, IN uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	37631
Finger Lakes Times				Dole						42.9047884	-76.8627368	NY	Waterloo	Finger Lakes Times	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	5128
San Mateo Daily Journal	Obama						14800			37.5629917	-122.3255254	CA	San Mateo	San Mateo Daily Journal	"#<struct CityMetro st=""CA"", city=""San Mateo"", fips_state=""06"", fips_place=""68252"", cbsa_code=""41860"", metro_name=""San Francisco-Oakland-Fremont, CA MSA"", metro_stature=""MSA"", pop_2007=4203898, pop_2000=4123747, pop_rank=12, pop_chg_pct_00_07=1.94, pop_chg_pct_avg=0.28, pop_at_or_above=87970376, pop_aoa_pct=28.8, metro_st=""CA"", metro_nickname=""Bay Area, Northern California"", csa_name=""San Jose-San Francisco-Oakland, CA CSA"">"	89982
Centre Daily Times			Gore		Clinton					40.793395	-77.8600013	PA	State College	Centre Daily Times	"#<struct CityMetro st=""PA"", city=""State College"", fips_state=""42"", fips_place=""73808"", cbsa_code=""44300"", metro_name=""State College, PA MSA"", metro_stature=""MSA"", pop_2007=144658, pop_2000=135758, pop_rank=280, pop_chg_pct_00_07=6.56, pop_chg_pct_avg=0.94, pop_at_or_above=241229311, pop_aoa_pct=79.0, metro_st=""PA"", metro_nickname=""Happy Valley, Centre County, Centre Region"", csa_name=nil>"	41835
Seattle Times	Obama	Kerry	Bush	Clinton	Clinton	37	220883	220863	0	47.6062095	-122.3320708	WA	Seattle	Seattle Times	"#<struct CityMetro st=""WA"", city=""Seattle"", fips_state=""53"", fips_place=""63000"", cbsa_code=""42660"", metro_name=""Seattle-Tacoma-Bellevue, WA MSA"", metro_stature=""MSA"", pop_2007=3309347, pop_2000=3043885, pop_rank=15, pop_chg_pct_00_07=8.72, pop_chg_pct_avg=1.25, pop_at_or_above=99540521, pop_aoa_pct=32.6, metro_st=""WA"", metro_nickname=""Seattle Metro"", csa_name=""Seattle-Tacoma-Olympia, WA CSA"">"	569369
Gadsden Times			Bush	Dole						34.014264	-86.0066386	AL	Gadsden	Gadsden Times	"#<struct CityMetro st=""AL"", city=""Gadsden"", fips_state=""01"", fips_place=""28696"", cbsa_code=""23460"", metro_name=""Gadsden, AL MSA"", metro_stature=""MSA"", pop_2007=103217, pop_2000=103459, pop_rank=374, pop_chg_pct_00_07=-0.23, pop_chg_pct_avg=-0.03, pop_at_or_above=249513232, pop_aoa_pct=81.8, metro_st=""AL"", metro_nickname=nil, csa_name=nil>"	36821
Times (Trenton)	Obama	Kerry	Gore	Clinton	Clinton		54745			40.2170534	-74.7429385	NJ	Trenton	Times (Trenton)	"#<struct CityMetro st=""NJ"", city=""Trenton"", fips_state=""34"", fips_place=""74000"", cbsa_code=""45940"", metro_name=""Trenton-Ewing, NJ MSA"", metro_stature=""MSA"", pop_2007=365449, pop_2000=350761, pop_rank=136, pop_chg_pct_00_07=4.19, pop_chg_pct_avg=0.6, pop_at_or_above=212275677, pop_aoa_pct=69.6, metro_st=""NJ"", metro_nickname=""Mercer County"", csa_name=""New York-Newark-Bridgeport, NY-NJ-CT-PA CSA"">"	84833
Investor's Business Daily			Bush			65	161421	161421	0	34.0522342	-118.2436849	CA	Los Angeles	Investor's Business Daily	"#<struct CityMetro st=""CA"", city=""Los Angeles"", fips_state=""06"", fips_place=""44000"", cbsa_code=""31100"", metro_name=""Los Angeles-Long Beach-Santa Ana, CA MSA"", metro_stature=""MSA"", pop_2007=12875587, pop_2000=12365627, pop_rank=2, pop_chg_pct_00_07=4.12, pop_chg_pct_avg=0.59, pop_at_or_above=31691575, pop_aoa_pct=10.4, metro_st=""CA"", metro_nickname=""Greater Los Angeles, The Southland"", csa_name=""Los Angeles-Long Beach-Riverside, CA CSA"">"	3694820
Danville Register and Bee	McCain	Bush					19830			36.5859718	-79.3950228	VA	Danville	Danville Register and Bee	"#<struct CityMetro st=""VA"", city=""Danville"", fips_state=""51"", fips_place=""21344"", cbsa_code=""19260"", metro_name=""Danville, VA MSA"", metro_stature=""MSA"", pop_2007=105773, pop_2000=110156, pop_rank=366, pop_chg_pct_00_07=-3.98, pop_chg_pct_avg=-0.57, pop_at_or_above=248991947, pop_aoa_pct=81.6, metro_st=""VA"", metro_nickname=nil, csa_name=nil>"	45894
Virginia Gazette										37.2707022	-76.7074571	VA	Williamsburg	Virginia Gazette	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	11400
Albany Herald				Dole						31.5785074	-84.155741	GA	Albany	Albany Herald	"#<struct CityMetro st=""GA"", city=""Albany"", fips_state=""13"", fips_place=""01052"", cbsa_code=""10500"", metro_name=""Albany, GA MSA"", metro_stature=""MSA"", pop_2007=164069, pop_2000=157833, pop_rank=241, pop_chg_pct_00_07=3.95, pop_chg_pct_avg=0.56, pop_at_or_above=236000577, pop_aoa_pct=77.3, metro_st=""GA"", metro_nickname=nil, csa_name=nil>"	75794
Bristol Herald Courier	McCain	Bush			GHWBush		38068			36.5964948	-82.1884666	VA	Bristol	Bristol Herald Courier	"#<struct CityMetro st=""VA"", city=""Bristol"", fips_state=""51"", fips_place=""09816"", cbsa_code=""28700"", metro_name=""Kingsport-Bristol-Bristol, TN-VA MSA"", metro_stature=""MSA"", pop_2007=303686, pop_2000=298484, pop_rank=152, pop_chg_pct_00_07=1.74, pop_chg_pct_avg=0.25, pop_at_or_above=217652423, pop_aoa_pct=71.3, metro_st=""TN-VA"", metro_nickname=""The Tri-Cities"", csa_name=""Johnson City-Kingsport-Bristol (Tri-Cities), TN-VA CSA"">"	17226
Winter Haven News Chief				Dole	GHWBush					28.0222435	-81.7328568	FL	Winter Haven	Winter Haven News Chief	"#<struct CityMetro st=""FL"", city=""Winter Haven"", fips_state=""12"", fips_place=""78275"", cbsa_code=""29460"", metro_name=""Lakeland-Winter Haven, FL MSA"", metro_stature=""MSA"", pop_2007=574746, pop_2000=483924, pop_rank=87, pop_chg_pct_00_07=18.77, pop_chg_pct_avg=2.68, pop_at_or_above=190374125, pop_aoa_pct=62.4, metro_st=""FL"", metro_nickname=nil, csa_name=nil>"	27938
Holdrege Daily Citizen				Dole	GHWBush					40.4402885	-99.3698217	NE	Holdrege	Holdrege Daily Citizen	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	5452
Wichita Eagle			Bush	Dole	Clinton					37.6922361	-97.3375448	KS	Wichita	Wichita Eagle	"#<struct CityMetro st=""KS"", city=""Wichita"", fips_state=""20"", fips_place=""79000"", cbsa_code=""48620"", metro_name=""Wichita, KS MSA"", metro_stature=""MSA"", pop_2007=596452, pop_2000=571171, pop_rank=84, pop_chg_pct_00_07=4.43, pop_chg_pct_avg=0.63, pop_at_or_above=188621126, pop_aoa_pct=61.8, metro_st=""KS"", metro_nickname="""", csa_name=""Wichita-Winfield, KS CSA"">"	355244
Tennessean	Obama	Kerry	Gore	Clinton	Clinton	66	161131	161131	219044	36.1658899	-86.7844432	TN	Nashville	Tennessean	"#<struct CityMetro st=""TN"", city=""Nashville"", fips_state=""47"", fips_place=""52006"", cbsa_code=""34980"", metro_name=""Nashville-Davidson-Murfreesboro-Franklin, TN MSA"", metro_stature=""MSA"", pop_2007=1521437, pop_2000=1311789, pop_rank=39, pop_chg_pct_00_07=15.98, pop_chg_pct_avg=2.28, pop_at_or_above=149909388, pop_aoa_pct=49.1, metro_st=""TN"", metro_nickname=""The Mid-State"", csa_name=""Nashville-Davidson-Murfreesboro-Columbia, TN CSA"">"	530852
New Smyrna Beach Observer					GHWBush					29.0258191	-80.9269984	FL	New Smyrna Beach	New Smyrna Beach Observer	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	21234
Standard Times	Obama	Kerry					30306			41.6362152	-70.934205	MA	New Bedford	Standard Times	"#<struct CityMetro st=""MA"", city=""New Bedford"", fips_state=""25"", fips_place=""45000"", cbsa_code=""39300"", metro_name=""Providence-New Bedford-Fall River, RI-MA MSA"", metro_stature=""MSA"", pop_2007=1600856, pop_2000=1582997, pop_rank=36, pop_chg_pct_00_07=1.13, pop_chg_pct_avg=0.16, pop_at_or_above=145245392, pop_aoa_pct=47.6, metro_st=""RI-MA"", metro_nickname=""Providence metropolitan area"", csa_name=""Boston-Worcester-Manchester, MA-RI-NH CSA"">"	94083
Examiner Enterprise	McCain						18400			36.7473114	-95.9808179	OK	Bartlesville	Examiner Enterprise	"#<struct CityMetro st=""OK"", city=""Bartlesville"", fips_state=""40"", fips_place=""04450"", cbsa_code=""12780"", metro_name=""Bartlesville, OK uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	34610
Greenville News	McCain	Bush		Dole	GHWBush		81010			34.8526176	-82.3940105	SC	Greenville	Greenville News	"#<struct CityMetro st=""SC"", city=""Greenville"", fips_state=""45"", fips_place=""30850"", cbsa_code=""24860"", metro_name=""Greenville-Mauldin-Easley, SC MSA"", metro_stature=""MSA"", pop_2007=613828, pop_2000=559922, pop_rank=82, pop_chg_pct_00_07=9.63, pop_chg_pct_avg=1.38, pop_at_or_above=187415578, pop_aoa_pct=61.4, metro_st=""SC"", metro_nickname=""The Upstate"", csa_name=""Greenville-Spartanburg-Anderson, SC CSA"">"	55559
Boston Herald	McCain	Bush	Bush	Dole		51	182350	182350	105629	42.3584308	-71.0597732	MA	Boston	Boston Herald	"#<struct CityMetro st=""MA"", city=""Boston"", fips_state=""25"", fips_place=""07000"", cbsa_code=""14460"", metro_name=""Boston-Cambridge-Quincy, MA-NH MSA"", metro_stature=""MSA"", pop_2007=4482857, pop_2000=4392340, pop_rank=10, pop_chg_pct_00_07=2.06, pop_chg_pct_avg=0.29, pop_at_or_above=79298886, pop_aoa_pct=26.0, metro_st=""MA-NH"", metro_nickname=""Greater Boston"", csa_name=""Boston-Worcester-Manchester, MA-RI-NH CSA"">"	589141
Washington Post	Obama	Kerry	Gore		Clinton	7	673180	673180	890163	38.8951118	-77.0363658	DC	Washington	Washington Post	"#<struct CityMetro st=""DC"", city=""Washington"", fips_state=""11"", fips_place=""50000"", cbsa_code=""47900"", metro_name=""Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"", metro_stature=""MSA"", pop_2007=5306565, pop_2000=4796063, pop_rank=8, pop_chg_pct_00_07=10.64, pop_chg_pct_avg=1.52, pop_at_or_above=69537125, pop_aoa_pct=22.8, metro_st=""DC-VA-MD-WV"", metro_nickname=""National Capital Area, Greater Washington"", csa_name=""Washington-Baltimore-Northern Virginia, DC-MD-VA-WV CSA"">"	552433
Galesburg Register Mail	Obama						13344			40.9478158	-90.3712395	IL	Galesburg	Galesburg Register Mail	"#<struct CityMetro st=""IL"", city=""Galesburg"", fips_state=""17"", fips_place=""28326"", cbsa_code=""23660"", metro_name=""Galesburg, IL uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	32094
Bristol Press Register Citizen					Clinton					41.6717648	-72.9492703	CT	Bristol	Bristol Press Register Citizen	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	61033
Press Democrat	Obama		Gore				78022			38.4404675	-122.7144314	CA	Santa Rosa	Press Democrat	"#<struct CityMetro st=""CA"", city=""Santa Rosa"", fips_state=""06"", fips_place=""70098"", cbsa_code=""42220"", metro_name=""Santa Rosa-Petaluma, CA MSA"", metro_stature=""MSA"", pop_2007=464435, pop_2000=458616, pop_rank=104, pop_chg_pct_00_07=1.27, pop_chg_pct_avg=0.18, pop_at_or_above=199217628, pop_aoa_pct=65.3, metro_st=""CA"", metro_nickname=""Sonoma County, Napa Valley, Wine Country"", csa_name=""San Jose-San Francisco-Oakland, CA CSA"">"	155118
Wenatchee World	Obama						22579			47.4234599	-120.3103494	WA	Wenatchee	Wenatchee World	"#<struct CityMetro st=""WA"", city=""Wenatchee"", fips_state=""53"", fips_place=""77105"", cbsa_code=""48300"", metro_name=""Wenatchee, WA MSA"", metro_stature=""MSA"", pop_2007=107170, pop_2000=99219, pop_rank=364, pop_chg_pct_00_07=8.01, pop_chg_pct_avg=1.14, pop_at_or_above=248779359, pop_aoa_pct=81.5, metro_st=""WA"", metro_nickname=nil, csa_name=nil>"	29159
Birmingham Post Herald			Bush		GHWBush					33.5206608	-86.80249	AL	Birmingham	Birmingham Post Herald	"#<struct CityMetro st=""AL"", city=""Birmingham"", fips_state=""01"", fips_place=""07000"", cbsa_code=""13820"", metro_name=""Birmingham-Hoover, AL MSA"", metro_stature=""MSA"", pop_2007=1108210, pop_2000=1051301, pop_rank=47, pop_chg_pct_00_07=5.41, pop_chg_pct_avg=0.77, pop_at_or_above=159555951, pop_aoa_pct=52.3, metro_st=""AL"", metro_nickname=""Greater Birmingham"", csa_name=""Birmingham-Hoover-Cullman, AL CSA"">"	231621
Grand Rapids Press	McCain	Bush	Bush			80	128930	128930	177026	42.9633599	-85.6680863	MI	Grand Rapids	Grand Rapids Press	"#<struct CityMetro st=""MI"", city=""Grand Rapids"", fips_state=""26"", fips_place=""34000"", cbsa_code=""24340"", metro_name=""Grand Rapids-Wyoming, MI MSA"", metro_stature=""MSA"", pop_2007=776742, pop_2000=740482, pop_rank=66, pop_chg_pct_00_07=4.9, pop_chg_pct_avg=0.7, pop_at_or_above=176487630, pop_aoa_pct=57.8, metro_st=""MI"", metro_nickname=""West Michigan"", csa_name=""Grand Rapids-Muskegon-Holland, MI CSA"">"	193852
Jonesboro Sun				Clinton	Clinton					35.8422967	-90.7042791	AR	Jonesboro	Jonesboro Sun	"#<struct CityMetro st=""AR"", city=""Jonesboro"", fips_state=""05"", fips_place=""35710"", cbsa_code=""27860"", metro_name=""Jonesboro, AR MSA"", metro_stature=""MSA"", pop_2007=116402, pop_2000=107762, pop_rank=337, pop_chg_pct_00_07=8.02, pop_chg_pct_avg=1.15, pop_at_or_above=246649758, pop_aoa_pct=80.8, metro_st=""AR"", metro_nickname="""", csa_name=""Jonesboro-Paragould, AR CSA"">"	58619
Fremont Tribune				Clinton						41.4333328	-96.4980807	NE	Fremont	Fremont Tribune	"#<struct CityMetro st=""NE"", city=""Fremont"", fips_state=""31"", fips_place=""17670"", cbsa_code=""23340"", metro_name=""Fremont, NE uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	25197
Atlanta Daily World					GHWBush					33.7489954	-84.3879824	GA	Atlanta	Atlanta Daily World	"#<struct CityMetro st=""GA"", city=""Atlanta"", fips_state=""13"", fips_place=""04000"", cbsa_code=""12060"", metro_name=""Atlanta-Sandy Springs-Marietta, GA MSA"", metro_stature=""MSA"", pop_2007=5278904, pop_2000=4248012, pop_rank=9, pop_chg_pct_00_07=24.27, pop_chg_pct_avg=3.47, pop_at_or_above=74816029, pop_aoa_pct=24.5, metro_st=""GA"", metro_nickname=""Metro Atlanta"", csa_name=""Atlanta-Sandy Springs-Gainesville, GA-AL CSA"">"	422908
North County Times	McCain		Bush				88786			33.1192068	-117.086421	CA	Escondido	North County Times	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	137119
Norman Transcript	Obama				Clinton		12921			35.2225668	-97.4394777	OK	Norman	Norman Transcript	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	95694
Lake Sun Leader					Clinton					38.0080902	-92.7446289	MO	Camdenton	Lake Sun Leader	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	3047
Fredericksburg Free Lance Star	abstain	Bush	Bush							38.3031837	-77.4605399	VA	Fredericksburg	Fredericksburg Free Lance Star	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	20562
Amarillo Globe News	McCain	Bush					44764			35.2219971	-101.8312969	TX	Amarillo	Amarillo Globe News	"#<struct CityMetro st=""TX"", city=""Amarillo"", fips_state=""48"", fips_place=""03000"", cbsa_code=""11100"", metro_name=""Amarillo, TX MSA"", metro_stature=""MSA"", pop_2007=242240, pop_2000=226522, pop_rank=181, pop_chg_pct_00_07=6.94, pop_chg_pct_avg=0.99, pop_at_or_above=225439858, pop_aoa_pct=73.9, metro_st=""TX"", metro_nickname=nil, csa_name=nil>"	181766
Chanute Tribune				Dole	Clinton					37.6792135	-95.4572034	KS	Chanute	Chanute Tribune	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	8864
Savannah Morning News	McCain	Bush	Bush	Dole	GHWBush					32.0835407	-81.0998342	GA	Savannah	Savannah Morning News	"#<struct CityMetro st=""GA"", city=""Savannah"", fips_state=""13"", fips_place=""69000"", cbsa_code=""42340"", metro_name=""Savannah, GA MSA"", metro_stature=""MSA"", pop_2007=329329, pop_2000=293000, pop_rank=146, pop_chg_pct_00_07=12.4, pop_chg_pct_avg=1.77, pop_at_or_above=215764188, pop_aoa_pct=70.7, metro_st=""GA"", metro_nickname="""", csa_name=""Savannah-Hinesville-Fort Stewart, GA CSA"">"	131510
Jackson Sun	McCain	Kerry		Clinton	Clinton		32121			35.6145169	-88.8139469	TN	Jackson	Jackson Sun	"#<struct CityMetro st=""TN"", city=""Jackson"", fips_state=""47"", fips_place=""37640"", cbsa_code=""27180"", metro_name=""Jackson, TN MSA"", metro_stature=""MSA"", pop_2007=112660, pop_2000=107377, pop_rank=352, pop_chg_pct_00_07=4.92, pop_chg_pct_avg=0.7, pop_at_or_above=247792528, pop_aoa_pct=81.2, metro_st=""TN"", metro_nickname="""", csa_name=""Jackson-Humboldt, TN CSA"">"	62080
Kenosha News	Obama	Kerry					24535			42.5847425	-87.8211854	WI	Kenosha	Kenosha News	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	93982
Decatur Daily				Clinton	Clinton					34.6059254	-86.9833417	AL	Decatur	Decatur Daily	"#<struct CityMetro st=""AL"", city=""Decatur"", fips_state=""01"", fips_place=""20104"", cbsa_code=""19460"", metro_name=""Decatur, AL MSA"", metro_stature=""MSA"", pop_2007=149279, pop_2000=145867, pop_rank=267, pop_chg_pct_00_07=2.34, pop_chg_pct_avg=0.33, pop_at_or_above=239618204, pop_aoa_pct=78.5, metro_st=""AL"", metro_nickname=""The Heart of the Valley"", csa_name=""Huntsville-Decatur, AL CSA"">"	54621
Stephenville Empire Tribune					Clinton					32.2206958	-98.2022633	TX	Stephenville	Stephenville Empire Tribune	"#<struct CityMetro st=""TX"", city=""Stephenville"", fips_state=""48"", fips_place=""70208"", cbsa_code=""44500"", metro_name=""Stephenville, TX uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	15637
News Tribune	Obama	Kerry	Gore			90	111778	111778	125955	47.2528769	-122.4442906	WA	Tacoma	News Tribune	"#<struct CityMetro st=""WA"", city=""Tacoma"", fips_state=""53"", fips_place=""70000"", cbsa_code=""42660"", metro_name=""Seattle-Tacoma-Bellevue, WA MSA"", metro_stature=""MSA"", pop_2007=3309347, pop_2000=3043885, pop_rank=15, pop_chg_pct_00_07=8.72, pop_chg_pct_avg=1.25, pop_at_or_above=99540521, pop_aoa_pct=32.6, metro_st=""WA"", metro_nickname=""Seattle Metro"", csa_name=""Seattle-Tacoma-Olympia, WA CSA"">"	196957
Las Vegas Review Journal	McCain	Bush	Bush	Dole		59	174341	174341	199602	36.1749705	-115.137223	NV	Las Vegas	Las Vegas Review Journal	"#<struct CityMetro st=""NV"", city=""Las Vegas"", fips_state=""32"", fips_place=""40000"", cbsa_code=""29820"", metro_name=""Las Vegas-Paradise, NV MSA"", metro_stature=""MSA"", pop_2007=1836333, pop_2000=1375535, pop_rank=30, pop_chg_pct_00_07=33.5, pop_chg_pct_avg=4.79, pop_at_or_above=135081197, pop_aoa_pct=44.3, metro_st=""NV"", metro_nickname=""Clark County, Las Vegas Valley"", csa_name=""Las Vegas-Paradise-Pahrump, NV CSA"">"	478434
Daily Times Call	McCain	Bush					21127			40.1672069	-105.1019275	CO	Longmont	Daily Times Call	"#<struct CityMetro st=""CO"", city=""Longmont"", fips_state=nil, fips_place=nil, cbsa_code=14500, metro_name=""Boulder, CO MSA"", metro_stature=""MSA"", pop_2007=290262, pop_2000=269814, pop_rank=157, pop_chg_pct_00_07=7.58, pop_chg_pct_avg=1.08, pop_at_or_above=219127429, pop_aoa_pct=71.8, metro_st=""CO"", metro_nickname=""Boulder County"", csa_name=""Denver-Aurora-Boulder, CO CSA"">"	83291
Lebanon Daily Record				Dole	GHWBush					37.6805968	-92.6637865	MO	Lebanon	Lebanon Daily Record	"#<struct CityMetro st=""MO"", city=""Lebanon"", fips_state=""29"", fips_place=""41168"", cbsa_code=""30060"", metro_name=""Lebanon, MO uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	13007
Trentonian					GHWBush					40.2170534	-74.7429385	NJ	Trenton	Trentonian	"#<struct CityMetro st=""NJ"", city=""Trenton"", fips_state=""34"", fips_place=""74000"", cbsa_code=""45940"", metro_name=""Trenton-Ewing, NJ MSA"", metro_stature=""MSA"", pop_2007=365449, pop_2000=350761, pop_rank=136, pop_chg_pct_00_07=4.19, pop_chg_pct_avg=0.6, pop_at_or_above=212275677, pop_aoa_pct=69.6, metro_st=""NJ"", metro_nickname=""Mercer County"", csa_name=""New York-Newark-Bridgeport, NY-NJ-CT-PA CSA"">"	84833
Olympian	Obama	Kerry			Clinton		30755			47.0378741	-122.9006951	WA	Olympia	Olympian	"#<struct CityMetro st=""WA"", city=""Olympia"", fips_state=""53"", fips_place=""51300"", cbsa_code=""36500"", metro_name=""Olympia, WA MSA"", metro_stature=""MSA"", pop_2007=238555, pop_2000=207355, pop_rank=182, pop_chg_pct_00_07=15.05, pop_chg_pct_avg=2.15, pop_at_or_above=225678413, pop_aoa_pct=73.9, metro_st=""WA"", metro_nickname=""Thurston County"", csa_name=""Seattle-Tacoma-Olympia, WA CSA"">"	44916
